가게이름,판매량,재고,가격,날짜,요일,카테고리,날씨,공휴일,계절
원조순희네빈대떡,208,26,5000,2023-12-03,Sunday,전류,눈,1,겨울
원조순희네빈대떡,33,6,5000,2023-12-04,Monday,전류,눈,0,겨울
원조순희네빈대떡,260,30,5000,2023-12-05,Tuesday,전류,더움,0,겨울
원조순희네빈대떡,84,6,5000,2023-12-06,Wednesday,전류,흐림,0,겨울
원조순희네빈대떡,99,16,5000,2023-12-07,Thursday,전류,비,0,겨울
원조순희네빈대떡,348,30,5000,2023-12-08,Friday,전류,비,0,겨울
원조순희네빈대떡,59,11,5000,2023-12-09,Saturday,전류,더움,1,겨울
원조순희네빈대떡,15,2,5000,2023-12-10,Sunday,전류,눈,1,겨울
원조순희네빈대떡,164,25,5000,2023-12-11,Monday,전류,비,0,겨울
원조순희네빈대떡,88,14,5000,2023-12-12,Tuesday,전류,비,0,겨울
원조순희네빈대떡,93,11,5000,2023-12-13,Wednesday,전류,맑음,0,겨울
원조순희네빈대떡,171,11,5000,2023-12-14,Thursday,전류,눈,0,겨울
원조순희네빈대떡,176,12,5000,2023-12-15,Friday,전류,흐림,0,겨울
원조순희네빈대떡,183,19,5000,2023-12-16,Saturday,전류,맑음,1,겨울
원조순희네빈대떡,112,15,5000,2023-12-17,Sunday,전류,비,1,겨울
원조순희네빈대떡,113,22,5000,2023-12-18,Monday,전류,눈,0,겨울
원조순희네빈대떡,181,24,5000,2023-12-19,Tuesday,전류,더움,0,겨울
원조순희네빈대떡,170,30,5000,2023-12-20,Wednesday,전류,눈,0,겨울
원조순희네빈대떡,270,26,5000,2023-12-21,Thursday,전류,맑음,0,겨울
원조순희네빈대떡,22,3,5000,2023-12-22,Friday,전류,더움,0,겨울
원조순희네빈대떡,10,1,5000,2023-12-23,Saturday,전류,비,1,겨울
원조순희네빈대떡,89,16,5000,2023-12-24,Sunday,전류,비,1,겨울
원조순희네빈대떡,85,16,5000,2023-12-25,Monday,전류,눈,0,겨울
원조순희네빈대떡,61,7,5000,2023-12-26,Tuesday,전류,비,0,겨울
원조순희네빈대떡,123,24,5000,2023-12-27,Wednesday,전류,흐림,0,겨울
원조순희네빈대떡,172,21,5000,2023-12-28,Thursday,전류,맑음,0,겨울
원조순희네빈대떡,348,23,5000,2023-12-29,Friday,전류,맑음,0,겨울
원조순희네빈대떡,121,22,5000,2023-12-30,Saturday,전류,더움,1,겨울
원조순희네빈대떡,7,1,5000,2023-12-31,Sunday,전류,비,1,겨울
부촌육회 본점,106,9,8500,2023-01-01 00:00:00,Sunday,육회,흐림,1,겨울
부촌육회 본점,197,23,8500,2023-01-02 00:00:00,Monday,육회,더움,0,겨울
부촌육회 본점,60,10,8500,2023-01-03 00:00:00,Tuesday,육회,비,0,겨울
부촌육회 본점,68,9,8500,2023-01-04 00:00:00,Wednesday,육회,눈,0,겨울
부촌육회 본점,50,4,8500,2023-01-05 00:00:00,Thursday,육회,맑음,0,겨울
부촌육회 본점,149,23,8500,2023-01-06 00:00:00,Friday,육회,더움,0,겨울
부촌육회 본점,13,1,8500,2023-01-07 00:00:00,Saturday,육회,더움,1,겨울
부촌육회 본점,194,20,8500,2023-01-08 00:00:00,Sunday,육회,눈,1,겨울
부촌육회 본점,280,16,8500,2023-01-09 00:00:00,Monday,육회,더움,0,겨울
부촌육회 본점,21,3,8500,2023-01-10 00:00:00,Tuesday,육회,눈,0,겨울
부촌육회 본점,81,15,8500,2023-01-11 00:00:00,Wednesday,육회,맑음,0,겨울
부촌육회 본점,279,24,8500,2023-01-12 00:00:00,Thursday,육회,흐림,0,겨울
부촌육회 본점,186,26,8500,2023-01-13 00:00:00,Friday,육회,눈,0,겨울
부촌육회 본점,44,6,8500,2023-01-14 00:00:00,Saturday,육회,맑음,1,겨울
부촌육회 본점,108,19,8500,2023-01-15 00:00:00,Sunday,육회,흐림,1,겨울
부촌육회 본점,67,5,8500,2023-01-16 00:00:00,Monday,육회,더움,0,겨울
부촌육회 본점,207,23,8500,2023-01-17 00:00:00,Tuesday,육회,맑음,0,겨울
부촌육회 본점,14,2,8500,2023-01-18 00:00:00,Wednesday,육회,맑음,0,겨울
부촌육회 본점,122,8,8500,2023-01-19 00:00:00,Thursday,육회,흐림,0,겨울
부촌육회 본점,18,1,8500,2023-01-20 00:00:00,Friday,육회,더움,0,겨울
부촌육회 본점,282,21,8500,2023-01-21 00:00:00,Saturday,육회,맑음,1,겨울
부촌육회 본점,114,20,8500,2023-01-22 00:00:00,Sunday,육회,더움,1,겨울
부촌육회 본점,190,29,8500,2023-01-23 00:00:00,Monday,육회,눈,0,겨울
부촌육회 본점,140,28,8500,2023-01-24 00:00:00,Tuesday,육회,비,0,겨울
부촌육회 본점,21,4,8500,2023-01-25 00:00:00,Wednesday,육회,비,0,겨울
부촌육회 본점,123,24,8500,2023-01-26 00:00:00,Thursday,육회,비,0,겨울
부촌육회 본점,282,26,8500,2023-01-27 00:00:00,Friday,육회,비,0,겨울
부촌육회 본점,10,1,8500,2023-01-28 00:00:00,Saturday,육회,맑음,1,겨울
부촌육회 본점,51,10,8500,2023-01-29 00:00:00,Sunday,육회,맑음,1,겨울
부촌육회 본점,144,27,8500,2023-01-30 00:00:00,Monday,육회,비,0,겨울
부촌육회 본점,504,30,8500,2023-01-31 00:00:00,Tuesday,육회,더움,0,겨울
부촌육회 본점,119,16,8500,2023-02-01 00:00:00,Wednesday,육회,비,0,겨울
부촌육회 본점,350,27,8500,2023-02-02 00:00:00,Thursday,육회,더움,0,겨울
부촌육회 본점,66,12,8500,2023-02-03 00:00:00,Friday,육회,더움,0,겨울
부촌육회 본점,200,20,8500,2023-02-04 00:00:00,Saturday,육회,비,1,겨울
부촌육회 본점,257,30,8500,2023-02-05 00:00:00,Sunday,육회,눈,1,겨울
부촌육회 본점,94,10,8500,2023-02-06 00:00:00,Monday,육회,흐림,0,겨울
부촌육회 본점,60,9,8500,2023-02-07 00:00:00,Tuesday,육회,더움,0,겨울
부촌육회 본점,136,15,8500,2023-02-08 00:00:00,Wednesday,육회,흐림,0,겨울
부촌육회 본점,178,29,8500,2023-02-09 00:00:00,Thursday,육회,맑음,0,겨울
부촌육회 본점,281,30,8500,2023-02-10 00:00:00,Friday,육회,맑음,0,겨울
부촌육회 본점,60,12,8500,2023-02-11 00:00:00,Saturday,육회,눈,1,겨울
부촌육회 본점,132,19,8500,2023-02-12 00:00:00,Sunday,육회,흐림,1,겨울
부촌육회 본점,267,17,8500,2023-02-13 00:00:00,Monday,육회,비,0,겨울
부촌육회 본점,33,4,8500,2023-02-14 00:00:00,Tuesday,육회,맑음,0,겨울
부촌육회 본점,331,24,8500,2023-02-15 00:00:00,Wednesday,육회,비,0,겨울
부촌육회 본점,40,6,8500,2023-02-16 00:00:00,Thursday,육회,눈,0,겨울
부촌육회 본점,141,19,8500,2023-02-17 00:00:00,Friday,육회,맑음,0,겨울
부촌육회 본점,66,11,8500,2023-02-18 00:00:00,Saturday,육회,맑음,1,겨울
부촌육회 본점,12,2,8500,2023-02-19 00:00:00,Sunday,육회,더움,1,겨울
부촌육회 본점,47,6,8500,2023-02-20 00:00:00,Monday,육회,흐림,0,겨울
부촌육회 본점,39,7,8500,2023-02-21 00:00:00,Tuesday,육회,비,0,겨울
부촌육회 본점,99,16,8500,2023-02-22 00:00:00,Wednesday,육회,눈,0,겨울
부촌육회 본점,18,1,8500,2023-02-23 00:00:00,Thursday,육회,비,0,겨울
부촌육회 본점,34,3,8500,2023-02-24 00:00:00,Friday,육회,눈,0,겨울
부촌육회 본점,151,8,8500,2023-02-25 00:00:00,Saturday,육회,눈,1,겨울
부촌육회 본점,160,30,8500,2023-02-26 00:00:00,Sunday,육회,비,1,겨울
부촌육회 본점,122,21,8500,2023-02-27 00:00:00,Monday,육회,눈,0,겨울
부촌육회 본점,306,25,8500,2023-02-28 00:00:00,Tuesday,육회,흐림,0,겨울
부촌육회 본점,80,11,8500,2023-03-01 00:00:00,Wednesday,육회,비,0,봄
부촌육회 본점,49,7,8500,2023-03-02 00:00:00,Thursday,육회,눈,0,봄
부촌육회 본점,118,21,8500,2023-03-03 00:00:00,Friday,육회,비,0,봄
부촌육회 본점,152,10,8500,2023-03-04 00:00:00,Saturday,육회,눈,1,봄
부촌육회 본점,119,12,8500,2023-03-05 00:00:00,Sunday,육회,맑음,1,봄
부촌육회 본점,228,17,8500,2023-03-06 00:00:00,Monday,육회,맑음,0,봄
부촌육회 본점,180,17,8500,2023-03-07 00:00:00,Tuesday,육회,더움,0,봄
부촌육회 본점,50,10,8500,2023-03-08 00:00:00,Wednesday,육회,맑음,0,봄
부촌육회 본점,384,20,8500,2023-03-09 00:00:00,Thursday,육회,맑음,0,봄
부촌육회 본점,70,10,8500,2023-03-10 00:00:00,Friday,육회,흐림,0,봄
부촌육회 본점,81,5,8500,2023-03-11 00:00:00,Saturday,육회,흐림,1,봄
부촌육회 본점,38,6,8500,2023-03-12 00:00:00,Sunday,육회,비,1,봄
부촌육회 본점,138,20,8500,2023-03-13 00:00:00,Monday,육회,눈,0,봄
부촌육회 본점,5,1,8500,2023-03-14 00:00:00,Tuesday,육회,더움,0,봄
부촌육회 본점,182,28,8500,2023-03-15 00:00:00,Wednesday,육회,맑음,0,봄
부촌육회 본점,120,10,8500,2023-03-16 00:00:00,Thursday,육회,흐림,0,봄
부촌육회 본점,443,27,8500,2023-03-17 00:00:00,Friday,육회,눈,0,봄
부촌육회 본점,34,2,8500,2023-03-18 00:00:00,Saturday,육회,맑음,1,봄
부촌육회 본점,96,16,8500,2023-03-19 00:00:00,Sunday,육회,더움,1,봄
부촌육회 본점,422,28,8500,2023-03-20 00:00:00,Monday,육회,맑음,0,봄
부촌육회 본점,37,7,8500,2023-03-21 00:00:00,Tuesday,육회,흐림,0,봄
부촌육회 본점,59,4,8500,2023-03-22 00:00:00,Wednesday,육회,비,0,봄
부촌육회 본점,145,14,8500,2023-03-23 00:00:00,Thursday,육회,비,0,봄
부촌육회 본점,75,9,8500,2023-03-24 00:00:00,Friday,육회,눈,0,봄
부촌육회 본점,98,10,8500,2023-03-25 00:00:00,Saturday,육회,맑음,1,봄
부촌육회 본점,74,14,8500,2023-03-26 00:00:00,Sunday,육회,눈,1,봄
부촌육회 본점,65,5,8500,2023-03-27 00:00:00,Monday,육회,눈,0,봄
부촌육회 본점,19,2,8500,2023-03-28 00:00:00,Tuesday,육회,더움,0,봄
부촌육회 본점,126,14,8500,2023-03-29 00:00:00,Wednesday,육회,눈,0,봄
부촌육회 본점,146,22,8500,2023-03-30 00:00:00,Thursday,육회,눈,0,봄
부촌육회 본점,227,24,8500,2023-03-31 00:00:00,Friday,육회,흐림,0,봄
부촌육회 본점,73,8,8500,2023-04-01 00:00:00,Saturday,육회,눈,1,봄
부촌육회 본점,203,27,8500,2023-04-02 00:00:00,Sunday,육회,비,1,봄
부촌육회 본점,50,4,8500,2023-04-03 00:00:00,Monday,육회,비,0,봄
부촌육회 본점,126,24,8500,2023-04-04 00:00:00,Tuesday,육회,비,0,봄
부촌육회 본점,203,17,8500,2023-04-05 00:00:00,Wednesday,육회,눈,0,봄
부촌육회 본점,189,24,8500,2023-04-06 00:00:00,Thursday,육회,더움,0,봄
부촌육회 본점,115,18,8500,2023-04-07 00:00:00,Friday,육회,눈,0,봄
부촌육회 본점,132,17,8500,2023-04-08 00:00:00,Saturday,육회,더움,1,봄
부촌육회 본점,27,2,8500,2023-04-09 00:00:00,Sunday,육회,눈,1,봄
부촌육회 본점,136,27,8500,2023-04-10 00:00:00,Monday,육회,눈,0,봄
부촌육회 본점,252,24,8500,2023-04-11 00:00:00,Tuesday,육회,맑음,0,봄
부촌육회 본점,184,18,8500,2023-04-12 00:00:00,Wednesday,육회,비,0,봄
부촌육회 본점,91,17,8500,2023-04-13 00:00:00,Thursday,육회,눈,0,봄
부촌육회 본점,131,22,8500,2023-04-14 00:00:00,Friday,육회,눈,0,봄
부촌육회 본점,143,23,8500,2023-04-15 00:00:00,Saturday,육회,눈,1,봄
부촌육회 본점,314,26,8500,2023-04-16 00:00:00,Sunday,육회,눈,1,봄
부촌육회 본점,173,30,8500,2023-04-17 00:00:00,Monday,육회,맑음,0,봄
부촌육회 본점,136,27,8500,2023-04-18 00:00:00,Tuesday,육회,눈,0,봄
부촌육회 본점,32,4,8500,2023-04-19 00:00:00,Wednesday,육회,맑음,0,봄
부촌육회 본점,200,27,8500,2023-04-20 00:00:00,Thursday,육회,흐림,0,봄
부촌육회 본점,281,30,8500,2023-04-21 00:00:00,Friday,육회,더움,0,봄
부촌육회 본점,13,2,8500,2023-04-22 00:00:00,Saturday,육회,눈,1,봄
부촌육회 본점,209,25,8500,2023-04-23 00:00:00,Sunday,육회,더움,1,봄
부촌육회 본점,107,10,8500,2023-04-24 00:00:00,Monday,육회,비,0,봄
부촌육회 본점,304,22,8500,2023-04-25 00:00:00,Tuesday,육회,눈,0,봄
부촌육회 본점,382,25,8500,2023-04-26 00:00:00,Wednesday,육회,비,0,봄
부촌육회 본점,324,28,8500,2023-04-27 00:00:00,Thursday,육회,흐림,0,봄
부촌육회 본점,162,12,8500,2023-04-28 00:00:00,Friday,육회,흐림,0,봄
부촌육회 본점,174,15,8500,2023-04-29 00:00:00,Saturday,육회,눈,1,봄
부촌육회 본점,255,22,8500,2023-04-30 00:00:00,Sunday,육회,흐림,1,봄
부촌육회 본점,156,17,8500,2023-05-01 00:00:00,Monday,육회,눈,0,봄
부촌육회 본점,137,8,8500,2023-05-02 00:00:00,Tuesday,육회,눈,0,봄
부촌육회 본점,212,27,8500,2023-05-03 00:00:00,Wednesday,육회,맑음,0,봄
부촌육회 본점,103,15,8500,2023-05-04 00:00:00,Thursday,육회,눈,0,봄
부촌육회 본점,223,21,8500,2023-05-05 00:00:00,Friday,육회,비,0,봄
부촌육회 본점,272,23,8500,2023-05-06 00:00:00,Saturday,육회,비,1,봄
부촌육회 본점,114,22,8500,2023-05-07 00:00:00,Sunday,육회,눈,1,봄
부촌육회 본점,254,24,8500,2023-05-08 00:00:00,Monday,육회,맑음,0,봄
부촌육회 본점,273,27,8500,2023-05-09 00:00:00,Tuesday,육회,맑음,0,봄
부촌육회 본점,317,21,8500,2023-05-10 00:00:00,Wednesday,육회,맑음,0,봄
부촌육회 본점,40,6,8500,2023-05-11 00:00:00,Thursday,육회,비,0,봄
부촌육회 본점,38,6,8500,2023-05-12 00:00:00,Friday,육회,비,0,봄
부촌육회 본점,174,27,8500,2023-05-13 00:00:00,Saturday,육회,맑음,1,봄
부촌육회 본점,80,16,8500,2023-05-14 00:00:00,Sunday,육회,비,1,봄
부촌육회 본점,211,12,8500,2023-05-15 00:00:00,Monday,육회,비,0,봄
부촌육회 본점,38,5,8500,2023-05-16 00:00:00,Tuesday,육회,흐림,0,봄
부촌육회 본점,131,18,8500,2023-05-17 00:00:00,Wednesday,육회,맑음,0,봄
부촌육회 본점,147,14,8500,2023-05-18 00:00:00,Thursday,육회,눈,0,봄
부촌육회 본점,345,24,8500,2023-05-19 00:00:00,Friday,육회,흐림,0,봄
부촌육회 본점,120,20,8500,2023-05-20 00:00:00,Saturday,육회,더움,1,봄
부촌육회 본점,110,20,8500,2023-05-21 00:00:00,Sunday,육회,맑음,1,봄
부촌육회 본점,70,9,8500,2023-05-22 00:00:00,Monday,육회,비,0,봄
부촌육회 본점,291,18,8500,2023-05-23 00:00:00,Tuesday,육회,맑음,0,봄
부촌육회 본점,55,11,8500,2023-05-24 00:00:00,Wednesday,육회,맑음,0,봄
부촌육회 본점,218,22,8500,2023-05-25 00:00:00,Thursday,육회,눈,0,봄
부촌육회 본점,62,9,8500,2023-05-26 00:00:00,Friday,육회,비,0,봄
부촌육회 본점,115,9,8500,2023-05-27 00:00:00,Saturday,육회,비,1,봄
부촌육회 본점,192,21,8500,2023-05-28 00:00:00,Sunday,육회,흐림,1,봄
부촌육회 본점,124,19,8500,2023-05-29 00:00:00,Monday,육회,맑음,0,봄
부촌육회 본점,97,15,8500,2023-05-30 00:00:00,Tuesday,육회,맑음,0,봄
부촌육회 본점,30,4,8500,2023-05-31 00:00:00,Wednesday,육회,더움,0,봄
부촌육회 본점,67,6,8500,2023-06-01 00:00:00,Thursday,육회,눈,0,여름
부촌육회 본점,186,15,8500,2023-06-02 00:00:00,Friday,육회,비,0,여름
부촌육회 본점,70,8,8500,2023-06-03 00:00:00,Saturday,육회,더움,1,여름
부촌육회 본점,7,1,8500,2023-06-04 00:00:00,Sunday,육회,흐림,1,여름
부촌육회 본점,159,30,8500,2023-06-05 00:00:00,Monday,육회,비,0,여름
부촌육회 본점,91,11,8500,2023-06-06 00:00:00,Tuesday,육회,더움,0,여름
부촌육회 본점,256,28,8500,2023-06-07 00:00:00,Wednesday,육회,더움,0,여름
부촌육회 본점,111,20,8500,2023-06-08 00:00:00,Thursday,육회,흐림,0,여름
부촌육회 본점,469,28,8500,2023-06-09 00:00:00,Friday,육회,비,0,여름
부촌육회 본점,8,1,8500,2023-06-10 00:00:00,Saturday,육회,흐림,1,여름
부촌육회 본점,41,5,8500,2023-06-11 00:00:00,Sunday,육회,더움,1,여름
부촌육회 본점,51,9,8500,2023-06-12 00:00:00,Monday,육회,눈,0,여름
부촌육회 본점,68,11,8500,2023-06-13 00:00:00,Tuesday,육회,맑음,0,여름
부촌육회 본점,7,1,8500,2023-06-14 00:00:00,Wednesday,육회,비,0,여름
부촌육회 본점,311,28,8500,2023-06-15 00:00:00,Thursday,육회,흐림,0,여름
부촌육회 본점,42,4,8500,2023-06-16 00:00:00,Friday,육회,비,0,여름
부촌육회 본점,127,25,8500,2023-06-17 00:00:00,Saturday,육회,더움,1,여름
부촌육회 본점,205,23,8500,2023-06-18 00:00:00,Sunday,육회,맑음,1,여름
부촌육회 본점,81,16,8500,2023-06-19 00:00:00,Monday,육회,비,0,여름
부촌육회 본점,147,28,8500,2023-06-20 00:00:00,Tuesday,육회,비,0,여름
부촌육회 본점,92,17,8500,2023-06-21 00:00:00,Wednesday,육회,흐림,0,여름
부촌육회 본점,165,23,8500,2023-06-22 00:00:00,Thursday,육회,흐림,0,여름
부촌육회 본점,161,30,8500,2023-06-23 00:00:00,Friday,육회,비,0,여름
부촌육회 본점,138,27,8500,2023-06-24 00:00:00,Saturday,육회,눈,1,여름
부촌육회 본점,317,28,8500,2023-06-25 00:00:00,Sunday,육회,눈,1,여름
부촌육회 본점,251,26,8500,2023-06-26 00:00:00,Monday,육회,더움,0,여름
부촌육회 본점,33,2,8500,2023-06-27 00:00:00,Tuesday,육회,비,0,여름
부촌육회 본점,132,26,8500,2023-06-28 00:00:00,Wednesday,육회,비,0,여름
부촌육회 본점,314,23,8500,2023-06-29 00:00:00,Thursday,육회,흐림,0,여름
부촌육회 본점,69,4,8500,2023-06-30 00:00:00,Friday,육회,눈,0,여름
부촌육회 본점,49,3,8500,2023-07-01 00:00:00,Saturday,육회,비,1,여름
부촌육회 본점,14,2,8500,2023-07-02 00:00:00,Sunday,육회,맑음,1,여름
부촌육회 본점,113,18,8500,2023-07-03 00:00:00,Monday,육회,더움,0,여름
부촌육회 본점,63,7,8500,2023-07-04 00:00:00,Tuesday,육회,맑음,0,여름
부촌육회 본점,285,21,8500,2023-07-05 00:00:00,Wednesday,육회,맑음,0,여름
부촌육회 본점,181,12,8500,2023-07-06 00:00:00,Thursday,육회,흐림,0,여름
부촌육회 본점,105,17,8500,2023-07-07 00:00:00,Friday,육회,더움,0,여름
부촌육회 본점,154,20,8500,2023-07-08 00:00:00,Saturday,육회,비,1,여름
부촌육회 본점,327,25,8500,2023-07-09 00:00:00,Sunday,육회,눈,1,여름
부촌육회 본점,259,21,8500,2023-07-10 00:00:00,Monday,육회,흐림,0,여름
부촌육회 본점,349,27,8500,2023-07-11 00:00:00,Tuesday,육회,맑음,0,여름
부촌육회 본점,203,22,8500,2023-07-12 00:00:00,Wednesday,육회,맑음,0,여름
부촌육회 본점,193,20,8500,2023-07-13 00:00:00,Thursday,육회,맑음,0,여름
부촌육회 본점,315,27,8500,2023-07-14 00:00:00,Friday,육회,눈,0,여름
부촌육회 본점,79,10,8500,2023-07-15 00:00:00,Saturday,육회,흐림,1,여름
부촌육회 본점,166,27,8500,2023-07-16 00:00:00,Sunday,육회,비,1,여름
부촌육회 본점,116,10,8500,2023-07-17 00:00:00,Monday,육회,눈,0,여름
부촌육회 본점,264,29,8500,2023-07-18 00:00:00,Tuesday,육회,눈,0,여름
부촌육회 본점,138,24,8500,2023-07-19 00:00:00,Wednesday,육회,눈,0,여름
부촌육회 본점,70,14,8500,2023-07-20 00:00:00,Thursday,육회,흐림,0,여름
부촌육회 본점,88,10,8500,2023-07-21 00:00:00,Friday,육회,비,0,여름
부촌육회 본점,156,21,8500,2023-07-22 00:00:00,Saturday,육회,비,1,여름
부촌육회 본점,156,24,8500,2023-07-23 00:00:00,Sunday,육회,눈,1,여름
부촌육회 본점,21,3,8500,2023-07-24 00:00:00,Monday,육회,눈,0,여름
부촌육회 본점,209,16,8500,2023-07-25 00:00:00,Tuesday,육회,맑음,0,여름
부촌육회 본점,146,27,8500,2023-07-26 00:00:00,Wednesday,육회,더움,0,여름
부촌육회 본점,60,10,8500,2023-07-27 00:00:00,Thursday,육회,비,0,여름
부촌육회 본점,127,22,8500,2023-07-28 00:00:00,Friday,육회,비,0,여름
부촌육회 본점,17,3,8500,2023-07-29 00:00:00,Saturday,육회,눈,1,여름
부촌육회 본점,64,11,8500,2023-07-30 00:00:00,Sunday,육회,흐림,1,여름
부촌육회 본점,181,19,8500,2023-07-31 00:00:00,Monday,육회,비,0,여름
부촌육회 본점,83,16,8500,2023-08-01 00:00:00,Tuesday,육회,더움,0,여름
부촌육회 본점,477,28,8500,2023-08-02 00:00:00,Wednesday,육회,더움,0,여름
